track_name,track_uri,popularity,duration_ms,album_uri,album_artist_uris,artist_names,artist_uris,available_markets
I Believe in Father Christmas,spotify:track:1E6BBFm0xjFszd1vVoja6J,30,167333,spotify:album:4svYiDBZoUHRXYO48FgrB8,"spotify:artist:6Uw88LgaxdanDItfR0JyJ8, spotify:artist:4kHtgiRnpmFIV5Tm4BIs8l, spotify:artist:5E7YtMkMtwhfqEetlwiXQT","Greg Lake, Sergei Prokofiev, TwoPlusFour","spotify:artist:6Uw88LgaxdanDItfR0JyJ8, spotify:artist:4kHtgiRnpmFIV5Tm4BIs8l, spotify:artist:5E7YtMkMtwhfqEetlwiXQT","AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
High Class Lady,spotify:track:1cbdhGgh08vqMIOL41SMIp,0,225533,spotify:album:09TZcGG9gsQeFYSiBUj9On,spotify:artist:4vc23SWZ3Lws9afk9sJun9,The Lennerockers,spotify:artist:4vc23SWZ3Lws9afk9sJun9,""
二十歳の恋,spotify:track:1EA40FX9aBaKIXwIp83WzL,67,193466,spotify:album:7b55VfUk2Vpuqnac9NDREc,spotify:artist:0rFHElzeddB9ymDjgpBENX,Lamp,spotify:artist:0rFHElzeddB9ymDjgpBENX,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
Warn Dem - VIP Mix,spotify:track:1BxcjvdFTa85VLTtEj0UG3,17,246818,spotify:album:27rnLH08PaT7td0eUlbxz5,spotify:artist:602tBNQHNIZL6tsB2RHAV1,"Benny Page, Doktor","spotify:artist:602tBNQHNIZL6tsB2RHAV1, spotify:artist:39Oq22GIYJKzgCbCDbOnRl","AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
u,spotify:track:1bxEpNR75Hq3T2oF9AZjt8,60,268493,spotify:album:7ycBtnsMtyVbbwTfJwRjSP,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
PTSD,spotify:track:1C8ux1YWLMHCenYJFiIV4Z,69,232064,spotify:album:14YY4ksyKkVbBsZ5TJt0Zr,spotify:artist:5QdEbQJ3ylBnc3gsIASAT5,"G Herbo, Lil Uzi Vert, Juice WRLD, Chance the Rapper","spotify:artist:5QdEbQJ3ylBnc3gsIASAT5, spotify:artist:4O15NlyKLIASxsJ0PrXPfz, spotify:artist:4MCBfE4596Uoi2O4DtmEMz, spotify:artist:1anyVhU62p31KFi8MEzkbf","AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
Rise - Remastered 2011,spotify:track:1CvFBy2ZQpFvX4VKCCokHR,16,365480,spotify:album:1jsgwP99S0mWOCZ0VCtGqD,spotify:artist:70MMkLXtue3Edj3RJhJkYp,Public Image Ltd.,spotify:artist:70MMkLXtue3Edj3RJhJkYp,"AR, AU, AT, BE, BO, BR, BG, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, GB, AD, LI, MC, ID, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
On the Other Side - Solo Piano Version,spotify:track:1CvC6oq15f2Jf1rcPkVHka,11,169266,spotify:album:15xIncywsE0k9jCIipSSUS,spotify:artist:1xeLCRvHTbkkV3mrSyEZsN,Piano Novel,spotify:artist:1xeLCRvHTbkkV3mrSyEZsN,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
Colors Of The Wind,spotify:track:1cSZt1or03UUUag9IXDZeN,33,275866,spotify:album:3DocqjcfHg7vmtFMhRQ8h6,spotify:artist:3Be0FxZRoCJ8UPrkwe6Xuw,Stan Whitmire,spotify:artist:3Be0FxZRoCJ8UPrkwe6Xuw,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
Here I Am,spotify:track:1DxjoJ2w0K9zQ8KgU9rXhr,39,207440,spotify:album:4oSEzHyFCgU9NP7TBWa2qj,spotify:artist:2txHhyCwHjUEpJjWrEyqyX,Tom Odell,spotify:artist:2txHhyCwHjUEpJjWrEyqyX,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
Roller Coaster,spotify:track:1BR1AEQSLXDNL9t7nP3xRp,50,167560,spotify:album:3nHpBmW5wJXGeC3ojBkpey,spotify:artist:6FBDaR13swtiWwGhX1WQsP,blink-182,spotify:artist:6FBDaR13swtiWwGhX1WQsP,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
Weary Of Lying Alone,spotify:track:1DP5qNmM6DDoATUGeTkUP3,0,248320,spotify:album:3TBg1TbpqbqwiZ0H8gWm0R,spotify:artist:204RAaZLKLwAMTGWEEVW44,Karan Casey,spotify:artist:204RAaZLKLwAMTGWEEVW44,""
Slice Me Nice - Extended Version,spotify:track:1ea0eCLCoTNO1JNDYYs6qn,41,326360,spotify:album:2zmTt308Zh4EdXsh1icnab,spotify:artist:0CZzh950BDSsosMF5Lft5K,Fancy,spotify:artist:0CZzh950BDSsosMF5Lft5K,"AE, AR, AT, AU, BE, BG, BH, BO, BR, CH, CL, CO, CR, CW, CY, CZ, DE, DK, DO, EE, EG, ES, FI, FR, GB, GR, GT, HK, HN, HU, ID, IE, IL, IN, IS, IT, JO, JP, KH, KR, LB, LT, LU, LV, MT, MX, MY, NI, NL, NO, NZ, OM, PA, PH, PK, PL, PT, PY, QA, RO, SA, SE, SG, SK, SV, TH, TN, TR, TW, VE, VN, ZA"
Anywhere You Want to Go,spotify:track:1DwyS5pmlcmSEaRp2LwmkG,18,304846,spotify:album:7ppcZmolcIO6nCQkYpIxsh,spotify:artist:6GI52t8N5F02MxU0g5U69P,Santana,spotify:artist:6GI52t8N5F02MxU0g5U69P,"AD, AL, AT, AU, AZ, BA, BE, BG, BY, CA, CH, CW, CY, CZ, DE, DK, EE, ES, FI, FR, GB, GE, GR, HR, HU, IE, IS, IT, KG, KZ, LI, LT, LU, LV, MC, MD, ME, MK, MT, NL, NO, NZ, PL, PT, RO, RS, SE, SI, SK, SM, TJ, TR, UA, US, UZ, XK"
Athmavin Akasathil,spotify:track:1dZqpWPb3o4LwsWSKbgffy,45,312317,spotify:album:7A8hNSEXXg0mVC0prgtd5Q,spotify:artist:42k1aOQmLqy5YQmqJ2zq8s,"Shaan Rahman, Gowry Lekshmi","spotify:artist:42k1aOQmLqy5YQmqJ2zq8s, spotify:artist:4Te1MOr4Y7E4lMvaeuyEjR","AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
Back To December,spotify:track:1e312MK9D4k3CguVeIQ2AR,14,293590,spotify:album:0Cn4D7JSzl9oxkRkU30UbL,spotify:artist:42QKiNCqr36B0gfgETuA9t,Tiny Tracks,spotify:artist:42QKiNCqr36B0gfgETuA9t,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
Romans 11 (Doxology),spotify:track:1cBnt7iXTYVISKixd2iThA,0,206386,spotify:album:24kZLvb0Edm2iG16MuHcKf,spotify:artist:1HYNk3B7EsRPIqAOACgjK1,Andrew Peterson,spotify:artist:1HYNk3B7EsRPIqAOACgjK1,""
Fuck Up,spotify:track:1cXUmVaiwY79D1GvUf43QS,0,201426,spotify:album:0QsTiookBuBIsLCdSvlTIa,spotify:artist:6ahZTaoJs2D0gcscsEx64r,Sarah Shook & the Disarmers,spotify:artist:6ahZTaoJs2D0gcscsEx64r,""
African Children,spotify:track:1cpkXDpoOcNsmpH1sHFMwS,0,350560,spotify:album:0JD5oNJZ8GPyhDl4hbW0RM,spotify:artist:55LyOQNIa9J8wX6y6eJfc0,Aswad,spotify:artist:55LyOQNIa9J8wX6y6eJfc0,""
Method Man - Home Grown Version,spotify:track:1c3zgIrrFkhnavRt20lsqu,42,310466,spotify:album:3tQd5mwBtVyxCoEo4htGAV,spotify:artist:34EP7KEpOjXcM2TCat1ISk,Wu-Tang Clan,spotify:artist:34EP7KEpOjXcM2TCat1ISk,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
Booty Call (Radio Edit),spotify:track:1DMIJ8ZFnpry3xt3knYbYv,0,212718,spotify:album:37BYJnnixfVJvjOHeaH3MN,spotify:artist:19slOlozrbxkEIMD8L3Qsv,Fast Eddie,spotify:artist:19slOlozrbxkEIMD8L3Qsv,""
Where Angels Fear to Fly,spotify:track:1DhSJCZarZvqHt1f2BN0Ch,46,236326,spotify:album:6Kuz73jchZKPe72PPi2s3C,spotify:artist:7k5jeohQCF20a8foBD9ize,Battle Beast,spotify:artist:7k5jeohQCF20a8foBD9ize,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
With A Song In My Heart,spotify:track:1db67h8ygPQIbmukDspts6,0,183360,spotify:album:2oE9yqgVlT64vPQxe0ex5Z,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,Franlyn Baur,spotify:artist:0ePDZfcw3ND84Q6MKGxAHv,""
O Grande Amor - Stereo Version,spotify:track:1CLGiPiVyPAlMgUvgINTO6,0,327280,spotify:album:3lPIhnwknJZ1OsApgTy4V2,"spotify:artist:0FMucZsEnCxs5pqBjHjIc8, spotify:artist:77ZUbcdoU5KCPHNUl8bgQy","Stan Getz, João Gilberto Quintet, Antônio Carlos Jobim","spotify:artist:0FMucZsEnCxs5pqBjHjIc8, spotify:artist:3UmzVSTun6O0Qtn0wacusX, spotify:artist:3pO5VjZ4wOHCMBXOvbMISG",""
Mon Dieu,spotify:track:1CWxN0drAnNbJAddtQuRfz,37,226400,spotify:album:02JgvxWwBVPdSqZv5otEJy,spotify:artist:1WPcVNert9hn7mHsPKDn7j,Édith Piaf,spotify:artist:1WPcVNert9hn7mHsPKDn7j,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, HT, JM, LS, LR, MW, ML, FM, NA, NE, PG, PR, SM, ST, SN, SC, SL, KN, LC, VC, TL, TT, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
Tuesday Letter,spotify:track:1E85HehlpmnruYIENcrfAL,22,228608,spotify:album:0jxrAjgDjy4bBvL48AoSOc,spotify:artist:33bzrYoIWLx5uox3y0VtHn,Greensky Bluegrass,spotify:artist:33bzrYoIWLx5uox3y0VtHn,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
